0,2866034.4
1,20494858.3
2,1826.7
3,630698.0
4,15757974.0
5,25424.8
6,2500.9
7,83616.0
8,126896.1
9,189860.1
10,171971.6
11,6.4
12,100582.2
13,0.0
14,0.0
15,0.0
16,4.9
17,67449.8
18,1692805.5
19,616.0
20,95915.1
21,4537.3
22,114747.1
23,1539.5
24,157376.8
25,1624971.5
26,46832.8
27,794920.1
28,322126.0
29,218305.7
30,14921.9
31,286869.7
32,240.9
33,0.0
34,6664.9
35,7910.5
36,653006.6
37,137.5
38,203784.1
39,2727728.6
40,7178393.2
41,0.0
42,541.0
43,822732.8
44,2235040.6
45,5047.0
46,76075.6
47,59146.0
48,846046.6
49,704143.2
50,366883.8
51,368.4
52,791203.5
53,16988.0
54,3243644.6
55,23344892.4
56,730774.0
57,34642.8
58,1536.9
59,6983.7
60,33089.2
61,240043.6
62,0.0
63,1209158.4
64,90901.7
65,2296637.9
66,293817.7
67,0.0
68,285264.7
69,2439607.4
70,331714.8
71,4281608.5
72,0.0
73,1460729.2
74,123682.0
75,119862.0
76,0.0
77,0.0
78,388956.3
79,391.0
80,4658.8
81,705770.4
82,0.0
83,129804.4
84,0.0
85,0.0
86,41.0
87,299829.2
88,88251045.1
89,9747591.1
90,740.7
91,55770.4
92,2502.1
93,628.4
94,252485.5
95,27348325.5
96,147168.8
97,3281940.4
98,7687637.4
99,115279.4
100,0.0
101,875857.3
102,23450.3
103,1731.5
104,204609.3
105,17.6
106,5073.2
107,295.8
108,124038.6
109,372.2
110,352431.5
111,22.5
112,6858.0
113,229540.6
114,45889.0
115,0.0
116,839693.2
117,120.6
118,907.5
119,436941.9
120,231075.7
121,1221.2
122,20326.0
123,6201985.1
124,0.0
125,155613.2
126,0.0
127,27854.3
128,8510.2
129,0.0
130,958819.3
131,986533.7
132,13897.6
133,4839828.5
134,389.5
135,77847.2
136,1378550.2
137,273142.4
138,157709.3
139,0.0
140,1899.6
141,407852.2
142,59199.4
143,527680.8
144,80086.6
145,1400177.6
146,324.9
147,18005156.2
148,39846.8
149,1498951.0
150,173064.9
151,5885172.9
152,419352.8
153,369021.0
154,0.0
155,115603.9
156,88730.3
157,0.0
158,8071934.4
159,0.0
160,0.0
161,0.0
162,57.3
163,102758.6
164,0.0
165,237.4
166,64301.7
167,628.6
168,122588.2
169,2065.1
170,118284.7
171,1909848.9
172,16.0
173,1837512.4
174,21175.7
175,288170845.2
176,0.0
177,0.0
178,122240.5
179,0.0
180,2466590.1
181,95420.8
182,237888.2
183,1167.3
184,78.3
185,1125463.2
186,0.0
187,2842.3
188,0.0
189,0.0
190,4166129.8
191,115558.5
192,0.0
193,0.0
194,7603.7
195,11.1
196,565615.4
197,0.0
198,409.7
199,115.4
200,272297.0
201,6.4
202,36.0
203,0.0
204,0.0
205,0.0
206,0.0
207,8.1
208,140302.4
209,122904.3
210,16374.6
211,0.0
212,218725.7
213,2349.3
214,5011160.2
215,79.7
216,112969.0
217,89946.4
218,2588330.8
219,4070295.9
220,118636.7
221,776965.5
222,300477.4
223,0.0
224,492089.5
225,366.9
226,296.0
227,0.0
228,14607.1
229,118262.0
230,247974.3
231,106347.5
232,229020.0
233,470648.1
234,217569.3
235,401.1
236,139.6
237,1563047.3
238,0.0
239,208.6
240,362694.6
241,2190.1
242,38878.0
243,3461460.7
244,0.0
245,0.0
246,1719.9
247,0.0
248,1827.1
249,339.0
250,3421.5
251,737.1
252,62020.7
253,233378.2
254,6863529.5
