0,56160.4
1,43234.9
2,114.0
3,597089.7
4,8883.4
5,112709.3
6,0.0
7,669825.3
8,0.0
9,107.5
10,791402.7
11,20907.6
12,0.0
13,0.0
14,13187.1
15,27367.7
16,0.0
17,19352.7
18,6370.8
19,30494.4
20,290.4
21,61.6
22,23.2
23,2733112.2
24,81577.9
25,8341.1
26,62.2
27,22161.1
28,3276.3
29,8359.1
30,0.0
31,0.0
32,24955.1
33,0.0
34,334.0
35,3355.2
36,248518.3
37,0.0
38,83474.4
39,429.6
40,0.0
41,3593.6
42,0.0
43,1152.2
44,2527.6
45,0.0
46,14141.4
47,0.0
48,13179.0
49,4026.7
50,176117.3
51,40.0
52,9283.6
53,2793.6
54,100649.5
55,0.0
56,15995.5
57,1971.6
58,14403.5
59,0.0
60,94977.3
61,0.0
62,428.3
63,310.3
64,0.0
65,10457.6
66,36889.8
67,316.2
68,0.0
69,7291.9
70,112.2
71,1915.5
72,0.0
73,0.0
74,0.0
75,74.3
76,830.2
77,803.4
78,4529.4
79,458.5
80,15932.5
81,45956.4
82,1374.3
83,122.0
84,0.0
85,176.2
86,8.1
87,0.0
88,0.0
89,31527.9
90,19.9
91,54265.7
92,5697.0
93,150324.8
94,7989.8
95,499.9
96,133.2
97,0.0
98,20401.5
99,1621.9
100,8495.4
101,26926.6
102,68185.0
103,0.0
104,110059.7
105,147.1
106,808.2
107,5015.4
108,31738.1
109,1442.0
110,5890.0
111,813.9
112,0.0
113,0.0
114,1040.3
115,0.0
116,0.0
117,2449.1
118,349.9
119,6.0
120,5664.7
121,0.0
122,8025.0
123,2416.4
124,0.0
125,0.0
126,0.0
127,77798.8
128,0.0
129,617.2
130,264.3
131,0.0
132,340.8
133,3534.3
134,67986.8
135,12.0
136,15082.5
137,1609.6
138,60042.6
139,0.0
140,338.7
141,24518.2
142,9.0
143,17382.7
144,0.0
145,22712.8
146,452.8
147,31.9
148,0.0
149,116.2
150,5530.2
151,0.0
152,337.4
153,0.0
154,0.0
155,84765.0
156,446.3
157,1330.9
158,236.1
159,328515.5
160,4485.4
161,28850.2
162,0.0
163,23013.0
164,3761.3
165,55794.8
166,0.0
167,5711.1
168,0.0
169,550.9
170,0.0
171,19473.8
172,73521.7
173,5665.6
174,56.5
175,0.0
176,14100.9
177,0.0
178,0.0
179,6403.2
180,6057.3
181,715.0
182,14929.3
183,1005.3
184,710.7
185,0.0
186,0.0
187,21.3
188,685.2
189,7814.8
190,25352.7
191,56.1
192,0.0
193,6199.0
194,1041.3
195,520.5
196,4343.6
197,30276.1
198,1135.6
199,1006.6
200,2256.5
201,1771.6
202,0.0
203,806.5
204,250.0
205,19356.0
206,45727.4
207,7482.9
208,0.0
209,0.0
210,857.3
211,56184.0
212,54276.1
213,20.0
214,268.0
215,0.0
216,7471.2
217,3221.9
218,0.0
219,0.0
220,347.2
221,31629.3
222,0.0
223,427.8
224,1613.2
225,2726.6
226,2109.1
227,232.0
228,2817.2
229,41359.2
230,21577.1
231,0.0
